"value","cumul_area","fires","prop","year"
4026.88,6167360.32,3,0.727325447326543,"2012-2013"
4065.6,6171425.92,1,0.727804909233295,"2012-2013"
4084.96,6175510.88,1,0.728286654291983,"2012-2013"
4143.04,6179653.92,1,0.728775248806482,"2012-2013"
4162.4,6183816.32,1,0.729266126472918,"2012-2013"
4181.76,6192179.84,2,0.730252448109664,"2012-2013"
4201.12,6208984.32,4,0.732234223990904,"2012-2013"
4220.48,6217425.28,2,0.733229678235398,"2012-2013"
4239.84,6234384.64,4,0.735229719332132,"2012-2013"
4259.2,6238643.84,1,0.735732012758253,"2012-2013"
4278.56,6251479.52,3,0.737245742492426,"2012-2013"
4297.92,6255777.44,1,0.73775260222242,"2012-2013"
4336.64,6260114.08,1,0.738264028256288,"2012-2013"
4375.36,6268864.8,2,0.739296012931772,"2012-2013"
4394.72,6277654.24,2,0.740332563911131,"2012-2013"
4414.08,6295310.56,4,0.742414798477594,"2012-2013"
4452.8,6299763.36,1,0.742939923423084,"2012-2013"
4472.16,6304235.52,1,0.743467331520511,"2012-2013"
4510.88,6313257.28,2,0.744531280323112,"2012-2013"
4530.24,6322317.76,2,0.745599795429586,"2012-2013"
4549.6,6326867.36,1,0.746136336134761,"2012-2013"
4588.32,6331455.68,1,0.746677443143809,"2012-2013"
4607.68,6336063.36,1,0.747220833304794,"2012-2013"
4627.04,6359198.56,5,0.749949199869404,"2012-2013"
4665.76,6363864.32,1,0.750499439486199,"2012-2013"
4685.12,6373234.56,2,0.751604485023665,"2012-2013"
4704.48,6382643.52,2,0.752714096865004,"2012-2013"
4723.84,6387367.36,1,0.75327118593761,"2012-2013"
4743.2,6392110.56,1,0.753830558162154,"2012-2013"
4762.56,6396873.12,1,0.754392213538634,"2012-2013"
4781.92,6406436.96,2,0.755520090595469,"2012-2013"
4840,6416116.96,2,0.756661666563925,"2012-2013"
4859.36,6420976.32,1,0.75723473770009,"2012-2013"
4917.44,6425893.76,1,0.757814658292065,"2012-2013"
4975.52,6430869.28,1,0.758401428339852,"2012-2013"
5014.24,6435883.52,1,0.758992764691512,"2012-2013"
5052.96,6440936.48,1,0.759588667347046,"2012-2013"
5072.32,6456153.44,3,0.761383224769459,"2012-2013"
5091.68,6466336.8,2,0.762584162688274,"2012-2013"
5169.12,6476675.04,2,0.763803365822585,"2012-2013"
5265.92,6487206.88,2,0.765045400476265,"2012-2013"
5304.64,6492511.52,1,0.765670984106979,"2012-2013"
5343.36,6497854.88,1,0.766301134041567,"2012-2013"
5382.08,6503236.96,1,0.766935850280029,"2012-2013"
5459.52,6508696.48,1,0.767579699126238,"2012-2013"
5478.88,6514175.36,1,0.768225831124384,"2012-2013"
5498.24,6519673.6,1,0.768874246274467,"2012-2013"
5517.6,6525191.2,1,0.769524944576487,"2012-2013"
5556.32,6530747.52,1,0.77018020918238,"2012-2013"
5595.04,6541937.6,2,0.771499871001916,"2012-2013"
5653.12,6547590.72,1,0.772166551367494,"2012-2013"
5672.48,6558935.68,2,0.773504478402524,"2012-2013"
5691.84,6564627.52,1,0.774175725071976,"2012-2013"
5749.92,6576127.36,2,0.775531917322502,"2012-2013"
5808,6581935.36,1,0.776216862903575,"2012-2013"
5827.36,6587762.72,1,0.776904091636586,"2012-2013"
5846.72,6593609.44,1,0.777593603521533,"2012-2013"
5866.08,6599475.52,1,0.778285398558418,"2012-2013"
5885.44,6605360.96,1,0.778979476747239,"2012-2013"
5924.16,6611285.12,1,0.779678121239934,"2012-2013"
6020.96,6617306.08,1,0.780388181492314,"2012-2013"
6098.4,6623404.48,1,0.781107374352441,"2012-2013"
6117.76,6629522.24,1,0.781828850364505,"2012-2013"
6195.2,6635717.44,1,0.782559458984317,"2012-2013"
6253.28,6641970.72,1,0.78329691705994,"2012-2013"
6272.64,6648243.36,1,0.784036658287499,"2012-2013"
6292,6654535.36,1,0.784778682666995,"2012-2013"
6408.16,6660943.52,1,0.785534405958113,"2012-2013"
6427.52,6667371.04,1,0.786292412401168,"2012-2013"
6446.88,6673817.92,1,0.78705270199616,"2012-2013"
6524.32,6680342.24,1,0.787822124198899,"2012-2013"
6543.68,6686885.92,1,0.788593829553575,"2012-2013"
6582.4,6693468.32,1,0.789370101212125,"2012-2013"
6601.76,6700070.08,1,0.790148656022612,"2012-2013"
6621.12,6706691.2,1,0.790929493985036,"2012-2013"
6814.72,6713505.92,1,0.791733163466829,"2012-2013"
6853.44,6720359.36,1,0.792541399252496,"2012-2013"
6872.8,6727232.16,1,0.7933519181901,"2012-2013"
6969.6,6734201.76,1,0.794173852887388,"2012-2013"
7066.4,6741268.16,1,0.795007203344361,"2012-2013"
7163.2,6748431.36,1,0.795851969561018,"2012-2013"
7201.92,6755633.28,1,0.79670130208155,"2012-2013"
7279.36,6762912.64,1,0.797559767209828,"2012-2013"
7376.16,6770288.8,1,0.798429648097792,"2012-2013"
7453.6,6785196,2,0.800187675089214,"2012-2013"
7492.32,6792688.32,1,0.801071254888799,"2012-2013"
7550.4,6800238.72,1,0.801961684144195,"2012-2013"
7569.76,6807808.48,1,0.802854396551527,"2012-2013"
7647.2,6815455.68,1,0.803756241566607,"2012-2013"
7666.56,6823122.24,1,0.804660369733625,"2012-2013"
7782.72,6830904.96,1,0.805578196812263,"2012-2013"
7802.08,6838707.04,1,0.806498307042839,"2012-2013"
8131.2,6846838.24,1,0.807457230856342,"2012-2013"
8150.56,6854988.8,1,0.808418437821782,"2012-2013"
8286.08,6871560.96,2,0.810372815879778,"2012-2013"
8305.44,6879866.4,1,0.811352288060713,"2012-2013"
8324.8,6888191.2,1,0.812334043393586,"2012-2013"
8363.52,6896554.72,1,0.813320365030332,"2012-2013"
8479.68,6905034.4,1,0.814320385578699,"2012-2013"
8499.04,6913533.44,1,0.815322689279003,"2012-2013"
8518.4,6922051.84,1,0.816327276131245,"2012-2013"
8615.2,6930667.04,1,0.81734327874317,"2012-2013"
8750.72,6939417.76,1,0.818375263418655,"2012-2013"
9002.4,6948420.16,1,0.819436929069319,"2012-2013"
9060.48,6957480.64,1,0.820505444175794,"2012-2013"
9137.92,6966618.56,1,0.821583091890016,"2012-2013"
9215.36,6975833.92,1,0.822669872211986,"2012-2013"
9312.16,6985146.08,1,0.823768068293641,"2012-2013"
9408.96,6994555.04,1,0.82487768013498,"2012-2013"
9544.48,7004099.52,1,0.826003274039877,"2012-2013"
9583.2,7013682.72,1,0.827133434248649,"2012-2013"
9796.16,7023478.88,1,0.828288709128726,"2012-2013"
10125.28,7033604.16,1,0.829482797591731,"2012-2013"
10202.72,7043806.88,1,0.830686018662484,"2012-2013"
10260.8,7054067.68,1,0.831896089189047,"2012-2013"
10531.84,7064599.52,1,0.833138123842727,"2012-2013"
10589.92,7075189.44,1,0.834387007952218,"2012-2013"
10609.28,7085798.72,1,0.835638175213646,"2012-2013"
10725.44,7096524.16,1,0.836903041386695,"2012-2013"
10822.24,7107346.4,1,0.838179323319429,"2012-2013"
11015.84,7129378.08,2,0.840777550223635,"2012-2013"
11519.2,7140897.28,1,0.842136025626097,"2012-2013"
11616,7152513.28,1,0.843505916788244,"2012-2013"
11635.36,7164148.64,1,0.844878091102328,"2012-2013"
11654.72,7175803.36,1,0.846252548568349,"2012-2013"
11674.08,7187477.44,1,0.847629289186307,"2012-2013"
11809.6,7199287.04,1,0.849022011867824,"2012-2013"
11945.12,7211232.16,1,0.850430716612898,"2012-2013"
12041.92,7223274.08,1,0.851850837117658,"2012-2013"
12138.72,7247551.52,2,0.854713909646545,"2012-2013"
12177.44,7259728.96,1,0.856150012214863,"2012-2013"
12332.32,7272061.28,1,0.857604379998676,"2012-2013"
12564.64,7284625.92,1,0.859086145605732,"2012-2013"
12932.48,7297558.4,1,0.860611291099589,"2012-2013"
13203.52,7310761.92,1,0.862168400720563,"2012-2013"
13222.88,7323984.8,1,0.863727793493474,"2012-2013"
13455.2,7337440,1,0.865314584089627,"2012-2013"
13919.84,7351359.84,1,0.866956170332267,"2012-2013"
14307.04,7365666.88,1,0.868643419613645,"2012-2013"
14423.2,7380090.08,1,0.870344367806644,"2012-2013"
14829.76,7394919.84,1,0.872093262190319,"2012-2013"
14887.84,7409807.68,1,0.873849006029804,"2012-2013"
15313.76,7425121.44,1,0.875654979211901,"2012-2013"
15700.96,7440822.4,1,0.877506615432737,"2012-2013"
15739.68,7456562.08,1,0.879362817957447,"2012-2013"
15913.92,7472476,1,0.881239568849588,"2012-2013"
17249.76,7489725.76,1,0.883273857225377,"2012-2013"
17791.84,7507517.6,1,0.885372073855399,"2012-2013"
19108.32,7526625.92,1,0.887625544817131,"2012-2013"
19205.12,7545831.04,1,0.889890431538548,"2012-2013"
21044.32,7566875.36,1,0.892372217693971,"2012-2013"
22689.92,7589565.28,1,0.895048071764032,"2012-2013"
24877.6,7614442.88,1,0.897981922002963,"2012-2013"
26949.12,7641392,1,0.901160069499145,"2012-2013"
28730.24,7670122.24,1,0.904548266973522,"2012-2013"
29020.64,7699142.88,1,0.907970711726953,"2012-2013"
29698.24,7728841.12,1,0.911473066798176,"2012-2013"
30550.08,7759391.2,1,0.915075880554623,"2012-2013"
30976,7790367.2,1,0.918728923653682,"2012-2013"
31266.4,7821633.6,1,0.922416214031795,"2012-2013"
32273.12,7853906.72,1,0.926222228310627,"2012-2013"
33183.04,7887089.76,1,0.930135550730494,"2012-2013"
34209.12,7921298.88,1,0.934169880203018,"2012-2013"
34228.48,7955527.36,1,0.938206492827478,"2012-2013"
41662.72,7997190.08,1,0.943119835795713,"2012-2013"
45476.64,8042666.72,1,0.948482959695519,"2012-2013"
47799.84,8138266.4,2,0.95975716395999,"2012-2013"
85087.2,8223353.6,1,0.969791616722718,"2012-2013"
125181.76,8348535.36,1,0.984554477146791,"2012-2013"
130970.4,8479505.76,1,1,"2012-2013"
