"camp.name","state","lat","long","date","ghff.count","bff.count","lrff.count","ff.presence","sff.count","ff.count","ghff.presence","bff.presence","lrff.presence","sff.presence","season","year_season","year","fire_rel","tot.hab","wint.hab","rel_fire","tot.hab.burn","prop.tot.burn","wint.hab.burn","prop.wint.burn","dist.fire.m"
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2011-09-16,500,2000,100,1,0,2600,1,1,1,0,"spring","2011_spring",2011,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-01-25,2160,240,0,1,0,2400,1,1,0,0,"summer","2012_summer",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-02-17,2000,2000,0,1,0,4000,1,1,0,0,"summer","2012_summer",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-03-16,700,700,0,1,0,1400,1,1,0,0,"autumn","2012_autumn",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-04-12,840,1560,0,1,0,2400,1,1,0,0,"autumn","2012_autumn",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-04-20,1000,1500,0,1,0,2500,1,1,0,0,"autumn","2012_autumn",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-05-18,200,2000,0,1,0,2200,1,1,0,0,"autumn","2012_autumn",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-07-23,1430,770,0,1,0,2200,1,1,0,0,"winter","2012_winter",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-07-27,1000,1000,0,1,0,2000,1,1,0,0,"winter","2012_winter",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Lowood Bend (Camp 1) Brisbane River","QLD",-27.4688,152.5886,2012-08-17,1500,1500,0,1,0,3000,1,1,0,0,"winter","2012_winter",2012,0,261448.332844347,90637.08138369,"pre",0,0,0,0,50000
"Maaroom, Esplanade","QLD",-25.613321,152.874238,2012-08-24,2,4000,0,1,0,4002,1,1,0,0,"winter","2012_winter",2012,0,356274.807805928,93077.12260165,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2011-09-16,0,200,0,1,0,200,0,1,0,0,"spring","2011_spring",2011,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2011-10-20,0,150,0,1,0,150,0,1,0,0,"spring","2011_spring",2011,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2011-11-18,20,180,0,1,0,200,1,1,0,0,"spring","2011_spring",2011,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2011-12-16,0,200,0,1,0,200,0,1,0,0,"summer","2011_summer",2011,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2012-02-17,0,0,0,0,0,0,0,0,0,0,"summer","2012_summer",2012,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2012-03-16,0,100,0,1,0,100,0,1,0,0,"autumn","2012_autumn",2012,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2012-04-20,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2012-05-18,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2012-06-15,0,50,0,1,0,50,0,1,0,0,"winter","2012_winter",2012,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"MacGregor, Freesia Street","QLD",-27.570659,153.084987,2012-08-17,0,100,0,1,0,100,0,1,0,0,"winter","2012_winter",2012,0,226039.412974133,77931.08125008,"pre",0,0,0,0,50000
"Macleay Island, Tim O'Shea Wetland","QLD",-27.6114,153.3535,2012-03-01,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,141988.76831799,45146.4737071681,"pre",0,0,0,0,50000
"Macleay Island, Tim O'Shea Wetland","QLD",-27.6114,153.3535,2012-03-16,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,141988.76831799,45146.4737071681,"pre",0,0,0,0,50000
"Macleay Island, Tim O'Shea Wetland","QLD",-27.6114,153.3535,2012-04-20,2,3,0,1,0,5,1,1,0,0,"autumn","2012_autumn",2012,0,141988.76831799,45146.4737071681,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2011-09-13,4000,16000,0,1,0,20000,1,1,0,0,"spring","2011_spring",2011,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2011-09-16,4000,16000,0,1,0,20000,1,1,0,0,"spring","2011_spring",2011,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2011-10-21,10200,6800,0,1,0,17000,1,1,0,0,"spring","2011_spring",2011,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2011-11-18,6000,4000,0,1,0,10000,1,1,0,0,"spring","2011_spring",2011,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2011-12-16,3600,2400,0,1,0,6000,1,1,0,0,"summer","2011_summer",2011,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-01-31,0,0,0,0,0,0,0,0,0,0,"summer","2012_summer",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-03-08,1400,600,0,1,0,2000,1,1,0,0,"autumn","2012_autumn",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-03-16,1500,1500,0,1,0,3000,1,1,0,0,"autumn","2012_autumn",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-04-20,18080,4520,0,1,0,22600,1,1,0,0,"autumn","2012_autumn",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-05-18,23850,2650,0,1,0,26500,1,1,0,0,"autumn","2012_autumn",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-06-14,10000,1500,0,1,0,11500,1,1,0,0,"winter","2012_winter",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-07-01,6000,4000,0,1,0,10000,1,1,0,0,"winter","2012_winter",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-07-26,6000,4000,0,1,0,10000,1,1,0,0,"winter","2012_winter",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maroochydore, Stella Maris CS","QLD",-26.65077,153.07115,2012-08-29,2700,6300,0,1,0,9000,1,1,0,0,"winter","2012_winter",2012,0,256196.35610655,81654.70661105,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2011-10-20,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2011-11-17,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2011-12-15,0,0,0,0,0,0,0,0,0,0,"summer","2011_summer",2011,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2012-02-17,0,0,0,0,0,0,0,0,0,0,"summer","2012_summer",2012,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2012-03-15,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2012-04-18,0,2700,0,1,0,2700,0,1,0,0,"autumn","2012_autumn",2012,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2012-05-16,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2012-06-16,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2012-07-20,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Albion Rd Wetlands (Island Plantation","QLD",-25.5097,152.7185,2012-08-17,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,389185.032582922,106771.154310814,"pre",0,0,0,0,50000
"Maryborough, Kent Street","QLD",-25.5436,152.7131,2011-10-21,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,396789.949933578,108762.93258947,"pre",0,0,0,0,50000
"Maryborough, Kent Street","QLD",-25.5436,152.7131,2011-11-17,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,396789.949933578,108762.93258947,"pre",0,0,0,0,50000
"Maryborough, Kent Street","QLD",-25.5436,152.7131,2011-12-15,0,0,0,0,0,0,0,0,0,0,"summer","2011_summer",2011,0,396789.949933578,108762.93258947,"pre",0,0,0,0,50000
"Maryborough, Kent Street","QLD",-25.5436,152.7131,2012-05-17,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,396789.949933578,108762.93258947,"pre",0,0,0,0,50000
"Maryborough, Kent Street","QLD",-25.5436,152.7131,2012-07-30,4000,3000,0,1,0,7000,1,1,0,0,"winter","2012_winter",2012,0,396789.949933578,108762.93258947,"pre",0,0,0,0,50000
"Maryborough, Kent Street","QLD",-25.5436,152.7131,2012-08-17,3960,5040,0,1,0,9000,1,1,0,0,"winter","2012_winter",2012,0,396789.949933578,108762.93258947,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2011-10-21,1000,5000,0,1,0,6000,1,1,0,0,"spring","2011_spring",2011,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2011-11-17,0,5000,0,1,0,5000,0,1,0,0,"spring","2011_spring",2011,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2011-12-15,0,5000,0,1,0,5000,0,1,0,0,"summer","2011_summer",2011,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2012-02-16,0,14000,0,1,0,14000,0,1,0,0,"summer","2012_summer",2012,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2012-03-15,0,5000,0,1,0,5000,0,1,0,0,"autumn","2012_autumn",2012,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2012-05-17,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2012-06-14,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2012-07-20,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Little Tinana Ck","QLD",-25.556,152.7137,2012-08-17,0,2000,0,1,0,2000,0,1,0,0,"winter","2012_winter",2012,0,397451.864299682,108775.840118724,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2011-10-21,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2011-11-17,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2011-12-15,0,0,0,0,0,0,0,0,0,0,"summer","2011_summer",2011,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2012-02-16,0,0,0,0,0,0,0,0,0,0,"summer","2012_summer",2012,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2012-03-15,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2012-04-19,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2012-05-17,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2012-06-14,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2012-07-30,10000,0,0,1,0,10000,1,0,0,0,"winter","2012_winter",2012,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Saltwater Creek","QLD",-25.4734,152.7224,2012-08-17,8010,990,0,1,0,9000,1,1,0,0,"winter","2012_winter",2012,0,381865.319328152,105168.932752034,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2011-10-21,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2011-11-17,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2011-12-15,0,0,0,0,0,0,0,0,0,0,"summer","2011_summer",2011,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2012-02-16,0,0,0,0,0,0,0,0,0,0,"summer","2012_summer",2012,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2012-03-15,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2012-05-17,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2012-07-20,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Maryborough, Tinana Island,","QLD",-25.56086,152.71216,2012-08-17,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,398026.921435482,108607.803547924,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-02-17,0,25,0,1,0,25,0,1,0,0,"summer","2012_summer",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-03-16,0,1,0,1,0,1,0,1,0,0,"autumn","2012_autumn",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-04-19,0,20,0,1,0,20,0,1,0,0,"autumn","2012_autumn",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-05-15,0,1,0,1,0,1,0,1,0,0,"autumn","2012_autumn",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-05-18,0,1,0,1,0,1,0,1,0,0,"autumn","2012_autumn",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-06-15,30,150,0,1,0,180,1,1,0,0,"winter","2012_winter",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-07-20,0,200,0,1,0,200,0,1,0,0,"winter","2012_winter",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Miami, Pizzey Drive","QLD",-28.068058,153.423814,2012-08-17,90,30,0,1,0,120,1,1,0,0,"winter","2012_winter",2012,0,200462.600920825,41765.155589546,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2011-09-16,300,0,0,1,0,300,1,0,0,0,"spring","2011_spring",2011,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2011-09-23,100,900,0,1,0,1000,1,1,0,0,"spring","2011_spring",2011,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2011-10-03,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2011-10-21,100,100,0,1,0,200,1,1,0,0,"spring","2011_spring",2011,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2011-11-18,0,70,0,1,0,70,0,1,0,0,"spring","2011_spring",2011,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2011-12-16,0,100,0,1,0,100,0,1,0,0,"summer","2011_summer",2011,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2012-01-20,0,360,0,1,0,360,0,1,0,0,"summer","2012_summer",2012,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2012-02-17,37,333,0,1,0,370,1,1,0,0,"summer","2012_summer",2012,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2012-03-16,0,100,0,1,0,100,0,1,0,0,"autumn","2012_autumn",2012,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2012-05-18,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2012-06-14,0,70,0,1,0,70,0,1,0,0,"winter","2012_winter",2012,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Moffat Beach, Tooway Creek","QLD",-26.788058,153.136706,2012-07-20,75,1425,0,1,0,1500,1,1,0,0,"winter","2012_winter",2012,0,210079.650852744,61260.022335954,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2011-09-16,0,0,0,0,0,0,0,0,0,0,"spring","2011_spring",2011,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2011-10-21,250,250,0,1,0,500,1,1,0,0,"spring","2011_spring",2011,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2011-11-18,0,500,0,1,0,500,0,1,0,0,"spring","2011_spring",2011,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2012-01-20,4,64,0,1,0,68,1,1,0,0,"summer","2012_summer",2012,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2012-02-17,0,70,0,1,0,70,0,1,0,0,"summer","2012_summer",2012,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2012-03-16,0,70,0,1,0,70,0,1,0,0,"autumn","2012_autumn",2012,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2012-05-18,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2012-06-14,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2012-07-20,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mooloolaba, Goonawarra Drive","QLD",-26.682433,153.107033,2012-08-17,0,0,0,0,0,0,0,0,0,0,"winter","2012_winter",2012,0,232309.23313294,72252.713525164,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2011-09-16,5000,4700,0,1,0,9700,1,1,0,0,"spring","2011_spring",2011,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2011-10-21,5000,5000,0,1,0,10000,1,1,0,0,"spring","2011_spring",2011,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2011-11-18,300,5000,0,1,0,5300,1,1,0,0,"spring","2011_spring",2011,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2011-12-16,400,5000,0,1,0,5400,1,1,0,0,"summer","2011_summer",2011,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-01-20,230,1700,0,1,0,1930,1,1,0,0,"summer","2012_summer",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-02-17,100,1700,0,1,0,1800,1,1,0,0,"summer","2012_summer",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-03-16,100,1700,0,1,0,1800,1,1,0,0,"autumn","2012_autumn",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-04-20,50,2000,0,1,0,2050,1,1,0,0,"autumn","2012_autumn",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-05-18,600,2300,0,1,0,2900,1,1,0,0,"autumn","2012_autumn",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-06-15,310,2790,0,1,0,3100,1,1,0,0,"winter","2012_winter",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-07-20,1980,220,0,1,0,2200,1,1,0,0,"winter","2012_winter",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Ommaney - Westlake Drive","QLD",-27.5444,152.9255,2012-08-17,1550,700,0,1,0,2250,1,1,0,0,"winter","2012_winter",2012,0,220789.445090802,81320.033286789,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2011-09-16,400,1600,0,1,0,2000,1,1,0,0,"spring","2011_spring",2011,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2011-10-20,400,1600,0,1,0,2000,1,1,0,0,"spring","2011_spring",2011,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2011-11-18,0,1000,0,1,0,1000,0,1,0,0,"spring","2011_spring",2011,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2011-12-16,460,690,0,1,0,1150,1,1,0,0,"summer","2011_summer",2011,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2012-01-20,440,660,0,1,0,1100,1,1,0,0,"summer","2012_summer",2012,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2012-02-17,90,810,0,1,0,900,1,1,0,0,"summer","2012_summer",2012,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2012-03-16,200,800,0,1,0,1000,1,1,0,0,"autumn","2012_autumn",2012,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
"Mount Warren Park - Yvonne Cr.","QLD",-27.736966,153.198338,2012-04-20,0,0,0,0,0,0,0,0,0,0,"autumn","2012_autumn",2012,0,213075.585225305,60344.9628400631,"pre",0,0,0,0,50000
